1371070667;55064;CI: Run `codespell` only on `docs/` changes;15115078;dsotirakis;closed;2022-09-13T08:35:05Z;2022-09-14T13:32:09Z;2022-09-14T13:32:10Z;2022-09-14T13:32:09Z;17824;17825
1364751442;54854;[WIP] Plugins: Introduce Plugins specific config;1173299;wbrowne;closed;2022-09-07T14:25:34Z;2022-09-14T13:35:36Z;2022-09-14T13:35:37Z;2022-09-14T13:35:36Z;83402;83403
1372709448;55157;CI: Split `oss` and `enterprise` steps for release pipelines;15115078;dsotirakis;closed;2022-09-14T10:04:23Z;2022-09-14T13:47:02Z;2022-09-14T13:53:02Z;2022-09-14T13:47:02Z;13359;13719
1211155082;48068;Add start time and end time parameters while querying tempo traces;2292713;bikashmishra100;open;2022-04-21T14:50:47Z;;2022-09-14T13:57:56Z;;0;83229
1372998768;55171;CI: grabpl verify-drone -> `./bin/build verify-drone`;5140827;kminehart;closed;2022-09-14T13:34:01Z;2022-09-14T14:07:10Z;2022-09-14T14:07:11Z;2022-09-14T14:07:10Z;1989;1990
1348513268;54118;plugins: Introduce generated, static core plugin registry;21599;sdboyer;closed;2022-08-23T20:33:03Z;2022-09-14T14:15:09Z;2022-09-14T14:15:11Z;2022-09-14T14:15:09Z;63726;63728
1370982380;55061;CI: Update `grabpl` to `v3.0.7`;15115078;dsotirakis;closed;2022-09-13T07:23:05Z;2022-09-14T14:20:59Z;2022-09-14T14:23:56Z;2022-09-14T14:20:59Z;25074;25251
1370301415;55048;AzureMonitor: Explain custom and metric namespace properties;1048831;asimpson;closed;2022-09-12T17:51:03Z;2022-09-14T14:28:26Z;2022-09-14T14:28:27Z;2022-09-14T14:28:26Z;74243;74244
1373092451;55174;CI: Make `lint-drone` depend on `compile-build-cmd`;15115078;dsotirakis;closed;2022-09-14T14:31:34Z;2022-09-14T14:45:00Z;2022-09-14T14:46:58Z;2022-09-14T14:45:00Z;806;924
1373088966;55173;[v9.1.x] AzureMonitor: Explain custom and metric namespace properties;43478413;grafanabot;closed;2022-09-14T14:29:40Z;2022-09-14T14:42:54Z;2022-09-14T14:47:06Z;2022-09-14T14:42:54Z;794;1046
1372767181;55159;Chore: Update swagger to v0.30.2;298945;sakjur;closed;2022-09-14T10:45:58Z;2022-09-14T14:47:20Z;2022-09-14T14:47:21Z;2022-09-14T14:47:20Z;14482;14483
1358456610;54563;Status History panel doesn't show date/time in tooltip in;1501599;gitstart;open;2022-09-01T08:26:59Z;;2022-09-14T14:48:43Z;;0;22904
1372891710;55164;Query patterns: Feature tracking;30407135;ivanahuckova;closed;2022-09-14T12:20:10Z;2022-09-14T14:52:40Z;2022-09-14T14:52:41Z;2022-09-14T14:52:39Z;9149;9151
1373136921;55177;[v9.1.x] Query patterns: Feature tracking;43478413;grafanabot;closed;2022-09-14T14:54:11Z;2022-09-14T15:04:50Z;2022-09-14T15:13:49Z;2022-09-14T15:04:49Z;638;1178
1367011677;54933;PublicDashboards: Dont support exemplars;20195316;owensmallwood;closed;2022-09-08T21:32:57Z;2022-09-14T15:49:11Z;2022-09-14T15:49:12Z;2022-09-14T15:49:11Z;65774;65775
1362973285;54750;Plugins: Use error plane for api/ds/query;1173299;wbrowne;closed;2022-09-06T09:17:47Z;2022-09-14T16:19:58Z;2022-09-14T16:19:58Z;2022-09-14T16:19:57Z;25330;25331
1371917171;55130;PublicDashboards: UI improvements;11707172;juanicabanas;closed;2022-09-13T19:34:55Z;2022-09-14T17:35:47Z;2022-09-14T17:35:48Z;2022-09-14T17:35:47Z;79252;79253
1372946988;55169;Search: Avoid requesting all dashboards when in Folder View;100691367;JoaoSilvaGrafana;closed;2022-09-14T12:58:47Z;2022-09-14T17:51:55Z;2022-09-14T17:53:25Z;2022-09-14T17:51:55Z;17588;17678
1371962440;55134;Alerting: New API endpoint GET /api/v1/ngalert;25988953;yuri-tceretian;closed;2022-09-13T20:19:02Z;2022-09-14T18:03:11Z;2022-09-14T18:03:15Z;2022-09-14T18:03:11Z;78249;78253
1373357462;55186;PublicDashboards: Add link to public dashboards docs to sharing modal;7741292;guicaulada;closed;2022-09-14T17:39:53Z;2022-09-14T18:05:16Z;2022-09-14T18:07:41Z;2022-09-14T18:05:16Z;1523;1668
1372274123;55142;Geomap: Add Africa, Australia, Oceania, South Asia, and East Asia as initial view options;37156449;zuchka;closed;2022-09-14T03:27:36Z;2022-09-14T18:38:35Z;2022-09-14T18:38:36Z;2022-09-14T18:38:35Z;54659;54660
1373428011;55191;[v9.1.x] Geomap: Add Africa, Australia, Oceania, South Asia, and East Asia as initial view options;43478413;grafanabot;closed;2022-09-14T18:39:55Z;2022-09-14T18:58:08Z;2022-09-14T18:58:24Z;2022-09-14T18:58:08Z;1093;1109
1371882964;55129;Gauge: Fixes empty/broken Gauge panels with datalinks;10999;torkelo;closed;2022-09-13T19:00:04Z;2022-09-14T19:11:37Z;2022-09-14T19:11:38Z;2022-09-14T19:11:37Z;693;694
1371450140;55094;Datasources: New data source page should work with new nav;10999;torkelo;closed;2022-09-13T13:21:16Z;2022-09-14T19:12:10Z;2022-09-14T19:12:11Z;2022-09-14T19:12:10Z;21054;21055
1370573034;55056;PublicDashboards: Log api layer errors and which datasources fail/succeed;20195316;owensmallwood;closed;2022-09-12T22:04:22Z;2022-09-14T19:19:21Z;2022-09-14T19:19:23Z;2022-09-14T19:19:21Z;76499;76501
1370631649;55059;SupportSnapshots: improved iframe support;705951;ryantxu;closed;2022-09-12T23:07:42Z;2022-09-14T19:54:10Z;2022-09-14T19:54:11Z;2022-09-14T19:54:10Z;74788;74789
1373404851;55188;[v9.1.x] Search: Avoid requesting all dashboards when in Folder View;100691367;JoaoSilvaGrafana;closed;2022-09-14T18:18:53Z;2022-09-14T22:56:57Z;2022-09-14T22:56:58Z;2022-09-14T22:56:57Z;16684;16685
